date  bdrm  price unit  area
2026-09-16 1 1790 55-103 630
2026-09-16 1 1612 65-303 738
2026-10-05 1 1608 77-202 738
2026-10-07 1 1623 77-302 738
2026-09-16 2 1967 79-204 1082
2026-09-16 2 1957 71-304 1082
2026-09-16 2 2102 67-306 1071
2026-09-16 2 2067 65-201 1082
2026-09-17 2 1892 71-201 1082
2026-10-22 2 2017 59-206 1071
