date  bdrm  price unit  area
2026-09-11 0 1147 1-524 565
2026-08-12 1 1306 1-429 770
2026-08-12 1 1247 1-306 780
2026-08-12 1 1306 1-409 780
2026-08-12 1 1281 1-110 790
2026-10-01 1 1214 5-104 730
2026-10-01 1 1302 1-203 780
2026-10-05 1 1331 1-106 790
2026-10-12 1 1326 1-109 780
2026-08-12 2 1434 2-304 730
2026-08-12 2 1439 3-201 730
2026-08-12 2 1419 6-102 730
2026-08-28 2 1459 6-304 730
2026-09-02 2 1385 3-405 730
2026-09-03 2 1791 3-306 905
2026-09-12 2 1414 4-202 730
2026-09-13 2 1424 6-303 730
2026-09-29 2 1820 5-101 905
