date  bdrm  price unit  area
2026-05-07 0 1022 721 389
2026-05-07 0 885 722 259
2026-05-07 0 910 822 259
2026-05-07 0 961 923 314
2026-05-07 0 936 1022 259
2026-05-07 0 1098 1026 391
2026-05-14 0 1047 726 391
2026-05-18 0 834 423 314
2026-06-26 0 916 226 391
2026-05-07 1 1091 924 523
2026-07-05 1 1234 725 614
