date  bdrm  price unit  area
2026-04-29 0 885 123 314
2026-04-29 0 916 323 314
2026-04-29 0 987 523 314
2026-04-29 0 1098 621 389
2026-04-29 0 940 722 259
2026-04-29 0 1012 822 259
2026-04-29 0 1063 923 314
2026-04-29 0 1037 1022 259
2026-04-29 0 1200 1026 391
2026-05-01 0 1124 721 389
2026-05-04 0 1146 726 391
2026-04-29 1 1276 225 614
2026-04-29 1 1199 724 523
2026-04-29 1 1266 824 523
2026-07-05 1 1393 725 614
