date  bdrm  price unit  area
2026-07-14 1 1432 01-303 643
2026-05-27 2 1525 11-104 775
2026-06-12 2 1544 05-302 775
2026-05-27 3 1798 21-201 970
2026-05-27 3 1934 25-101 970
2026-05-27 3 1934 25-102 970
2026-05-27 3 1813 25-203 970
2026-05-27 3 1890 25-303 970
2026-05-27 4 2084 07-103 1125
2026-05-28 4 2103 07-304 1125
