date  bdrm  price unit  area
2026-05-03 1 1330 01-203 643
2026-05-03 1 1340 01-301 643
2026-05-07 1 1320 01-103 643
2026-07-14 1 1413 01-303 643
2026-05-05 2 1569 11-104 775
2026-06-12 2 1588 05-302 775
2026-05-03 3 1934 25-101 970
2026-05-03 3 1934 25-102 970
2026-05-03 3 1969 25-303 970
2026-05-07 3 1813 25-203 970
2026-05-30 3 1798 21-202 970
2026-05-03 4 2187 07-203 1125
2026-05-08 4 2041 07-202 1125
2026-05-28 4 2050 07-304 1125
