date  bdrm  price unit  area
2026-06-04 0 1363 401 522
2026-06-04 0 1404 308 564
2026-07-05 0 1369 304 564
2026-06-04 1 1795 1503 863
2026-06-04 1 1765 1303 863
2026-06-04 1 1660 603 863
2026-06-06 1 1637 1001 706
2026-07-07 1 1721 1306 863
2026-07-07 1 1648 806 863
2026-07-07 1 1604 506 863
2026-08-05 1 1523 1004 706
