date  bdrm  price unit  area
2026-06-26 0 1333 406 522
2026-06-26 0 1333 401 522
2026-06-26 0 1374 308 564
2026-07-05 0 1340 304 564
2026-06-26 1 1759 1303 863
2026-06-26 1 1639 1001 706
2026-07-07 1 1715 1306 863
2026-07-07 1 1642 806 863
2026-08-05 1 1525 1004 706
2026-08-07 1 1510 905 706
2026-08-14 1 1540 1104 706
