date  bdrm  price unit  area
2026-09-20 1 1634 5204 826
2026-09-20 1 1709 7103 713
2026-09-20 1 1570 7307 780
2026-09-26 1 1603 7303 713
2026-10-07 1 1644 9202 713
2026-11-02 1 1673 5210 884
2026-11-12 1 1537 6102 826
2026-09-20 2 2190 8305 1207
2026-09-20 2 2190 9305 1207
2026-09-25 2 2547 3312 1403
2026-10-07 2 2547 4208 1403
2026-10-07 2 2209 7205 1207
2026-10-07 2 2209 9304 1207
2026-11-16 2 2168 10102 1207
2026-11-26 2 2056 7104 1207
