date  bdrm  price unit  area
2026-09-15 1 2026 2301 1045
2026-09-15 1 1709 7103 713
2026-09-15 1 1636 11306 884
2026-09-17 1 1572 7307 780
2026-09-25 1 1605 7303 713
2026-10-07 1 1605 9202 713
2026-11-02 1 1675 5210 884
2026-11-12 1 1539 6102 826
2026-09-15 2 2190 8305 1207
2026-09-15 2 2190 9305 1207
2026-10-07 2 2519 4208 1403
2026-10-07 2 2249 7205 1207
2026-10-07 2 2249 9304 1207
2026-11-16 2 2207 10102 1207
2026-11-26 2 2095 7104 1207
