date  bdrm  price unit  area
2026-09-21 1 1512 B108 644
2026-09-21 1 1502 C203 644
2026-09-21 1 1537 E205 644
2026-09-21 1 1490 F203 644
2026-09-21 1 1500 G305 644
2026-09-21 1 1547 E104 644
2026-10-07 1 1502 F205 644
2026-10-17 1 1502 B203 644
2026-09-21 2 1776 A105 836
2026-09-21 2 1890 D302 932
2026-10-07 2 1884 A305 836
