date  bdrm  price unit  area
2026-07-30 0 1229 307 430
2026-05-24 1 1627 509 700
2026-05-24 1 1666 510 700
2026-05-31 1 1627 505 700
2026-06-05 1 1627 503 700
2026-06-29 1 1666 504 700
2026-07-14 1 1622 410 700
2026-07-18 1 1666 506 700
2026-05-24 2 1900 101 902
2026-07-07 2 1921 201 902
2026-08-21 2 2029 412 902
